Mechanized Production;{2}{U}{U};Enchantment — Aura;Enchant artifact you control At the beginning of your upkeep, create a token that's a copy of enchanted artifact. Then if you control eight or more artifacts with the same name as one another, you win the game.;U;fallout,karlovMannor;science,deepClueSea
V.A.T.S.;{2}{B}{B};Instant;Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.) Choose any number of target creatures with equal toughness. Destroy the chosen creatures.;B;fallout;hailCaesar
Cordial Vampire;{B}{B};Creature — Vampire;Whenever Cordial Vampire or another creature dies, put a +1/+1 counter on each Vampire you control.;B;ixilan;bloodRites
Harrow;{2}{G};Instant;As an additional cost to cast this spell, sacrifice a land. Search your library for up to two basic land cards, put them onto the battlefield, then shuffle.;G;duskmoore,thunder;deathtoll,desertBloom
Grumgully, the Generous;{1}{R}{G};Legendary Creature — Goblin Shaman;Each other non-Human creature you control enters with an additional +1/+1 counter on it.;GR;bloomburrow;animatedArmy
Altar of the Pantheon;{3};Artifact;Your devotion to each color and each combination of colors is increased by one. {T}: Add one mana of any color. If you control a God, a Demigod, or a legendary enchantment, you gain 1 life.;;secretLair;cuteToBrute
Shaun, Father of Synths;{3}{U}{R};Legendary Creature — Human Scientist;Whenever you attack, you may create a tapped and attacking token that's a copy of target attacking legendary creature you control other than Shaun, except it's not legendary and it's a Synth artifact creature in addition to its other types. When Shaun leaves the battlefield, exile all Synth tokens you control.;RU;fallout;science
Izzet Boilerworks;;Land;Izzet Boilerworks enters tapped. When Izzet Boilerworks enters, return a land you control to its owner's hand. {T}: Add {U}{R}.;RU;modernHorizons3,thunder;creativeEnergy,quickDraw
Cactus Preserve;;Land — Desert;Cactus Preserve enters tapped. {T}: Add one mana of any type that a land you control could produce. {3}: Until end of turn, Cactus Preserve becomes an X/X green Plant creature with reach, where X is the greatest mana value among your commanders. It's still a land.;;thunder;desertBloom
Thunderherd Migration;{1}{G};Sorcery;As an additional cost to cast this spell, reveal a Dinosaur card from your hand or pay {1}. Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.;G;ixilan;velociRampTor
Mirage Mirror;{3};Artifact;{2}: Mirage Mirror becomes a copy of target artifact, creature, enchantment, or land until end of turn.;;commanderMasters,modernHorizons3;eldraziUnbound,trickyTerrain
Deeproot Waters;{2}{U};Enchantment;Whenever you cast a Merfolk spell, create a 1/1 blue Merfolk creature token with hexproof. (A creature with hexproof can't be the target of spells or abilities your opponents control.);U;ixilan;exploreTheDeep
Access Tunnel;;Land;{T}: Add {C}. {3}, {T}: Target creature with power 3 or less can't be blocked this turn.;;lordOfTheRings,thunder,karlovMannor;foodAndFellowship,grandLarceny,blameGame
The Nipton Lottery;{2}{B}{R};Sorcery;Choose a creature at random. You gain control of that creature until end of turn. Untap it. It gains haste until end of turn. Then destroy all other creatures.;BR;fallout;hailCaesar
Aethergeode Miner;{1}{W};Creature — Dwarf Scout;Whenever Aethergeode Miner attacks, you get {E}{E} (two energy counters). Pay {E}{E}: Exile Aethergeode Miner, then return it to the battlefield under its owner's control.;W;modernHorizons3;creativeEnergy
City of the Daleks;;Plane — Skaro;Whenever you attack, target opponent loses X life, where X is the number of artifacts you control. Whenever chaos ensues, for each opponent, you create a 3/3 black Dalek artifact creature token with menace that attacks that opponent this turn if able. Those tokens gain haste. Sacrifice them at the beginning of the next end step.;;who;masterOfEvil
Ohran Frostfang;{3}{G}{G};Snow Creature — Snake;Attacking creatures you control have deathtouch. Whenever a creature you control deals combat damage to a player, draw a card.;G;thunder,karlovMannor;grandLarceny,deadlyDisguise
Watchful Radstag;{2}{G};Creature — Elk Mutant;Evolve (Whenever a creature you control enters, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.) Whenever Watchful Radstag evolves, create a token that's a copy of it.;G;fallout;mutantMenace
Sail into the West;{2}{G}{U};Instant;Will of the council — Starting with you, each player votes for return or embark. If return gets more votes, each player returns up to two cards from their graveyard to their hand, then you exile Sail into the West. If embark gets more votes or the vote is tied, each player may discard their hand and draw seven cards.;GU;lordOfTheRings;elvenCounsel
Hollowhead Sliver;{2}{R};Creature — Sliver;Sliver creatures you control have "{T}, Discard a card: Draw a card.";R;commanderMasters;sliverSwarm
Soaring Lightbringer;{4}{W};Enchantment Creature — Bird Glimmer;Flying Other enchantment creatures you control have flying. Whenever you attack a player, create a 1/1 white Glimmer enchantment creature token that's tapped and attacking that player.;W;duskmoore;miracleWorker
Baleful Strix;{U}{B};Artifact Creature — Bird;Flying, deathtouch When Baleful Strix enters, draw a card.;BU;thunder,karlovMannor;grandLarceny,revenantRecon
Elvish Warmaster;{1}{G};Creature — Elf Warrior;Whenever one or more other Elves you control enter, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn. {5}{G}{G}: Elves you control get +2/+2 and gain deathtouch until end of turn.;G;lordOfTheRings;elvenCounsel
Regisaur Alpha;{3}{R}{G};Creature — Dinosaur;Other Dinosaurs you control have haste. When Regisaur Alpha enters, create a 3/3 green Dinosaur creature token with trample.;GR;ixilan;velociRampTor
Fact or Fiction;{3}{U};Instant;Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.;U;wildsOfEldraine,lordOfTheRings;faeDomination,hostsOfMordor
Athreos, Shroud-Veiled;{4}{W}{B};Legendary Enchantment Creature — God;Indestructible As long as your devotion to white and black is less than seven, Athreos isn't a creature. At the beginning of your end step, put a coin counter on another target creature. Whenever a creature with a coin counter on it dies or is put into exile, return that card to the battlefield under your control.;BW;duskmoore;miracleWorker
Francisco, Fowl Marauder;{1}{B};Legendary Creature — Bird Pirate;Flying Francisco, Fowl Marauder can't block. Whenever one or more Pirates you control deal damage to a player, Francisco explores. Partner (You can have two commanders if both have partner.);B;ixilan;ahoyMatey
Lazav, the Multifarious;{U}{B};Legendary Creature — Shapeshifter;When Lazav, the Multifarious enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {X}: Lazav, the Multifarious becomes a copy of target creature card in your graveyard with mana value X, except its name is Lazav, the Multifarious, it's legendary in addition to its other types, and it has this ability.;BU;karlovMannor;revenantRecon
Cacophony Unleashed;{5}{B}{B};Enchantment;When Cacophony Unleashed enters, if you cast it, destroy all nonenchantment creatures. Whenever Cacophony Unleashed or another enchantment you control enters, until end of turn, Cacophony Unleashed becomes a legendary 6/6 Nightmare God creature with menace and deathtouch. It's still an enchantment.;B;commanderMasters;enduringEnchantments
Path of the Schemer;{4}{B};Sorcery;Each player mills two cards. Then you put a creature card from a graveyard onto the battlefield under your control. It's an artifact in addition to its other types. Will of the Planeswalkers — Starting with you, each player votes for planeswalk or chaos. If planeswalk gets more votes, planeswalk. If chaos gets more votes or the vote is tied, chaos ensues.;B;marchOfTheMachine;growingThreat
Tainted Wood;;Land;{T}: Add {C}. {T}: Add {B} or {G}. Activate only if you control a Swamp.;BG;commanderMasters,bloomburrow,modernHorizons3,fallout,allWillBeOne,duskmoore;enduringEnchantments,squirreledAway,graveyardOverdrive,mutantMenace,corruptingInfluence,deathtoll
Prosperous Bandit;{2}{R};Creature — Raccoon Rogue;Offspring {1} (You may pay an additional {1} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.) First strike Whenever this creature deals combat damage to a player, create that many tapped Treasure tokens.;R;bloomburrow;animatedArmy
Ambition's Cost;{3}{B};Sorcery;You draw three cards and you lose 3 life.;B;marchOfTheMachine;growingThreat
Karoo;;Land;Karoo enters tapped. When Karoo enters, sacrifice it unless you return an untapped Plains you control to its owner's hand. {T}: Add {C}{W}.;W;secretLair;angels
Finale of Glory;{X}{W}{W};Sorcery;Create X 2/2 white Soldier creature tokens with vigilance. If X is 10 or more, also create X 4/4 white Angel creature tokens with flying and vigilance.;W;allWillBeOne;rebellionRising
Overseer of the Damned;{5}{B}{B};Creature — Demon;Flying When Overseer of the Damned enters, you may destroy target creature. Whenever a nontoken creature an opponent controls dies, create a tapped 2/2 black Zombie creature token.;B;karlovMannor;revenantRecon
Crossway Troublemakers;{5}{B};Creature — Vampire;Attacking Vampires you control have deathtouch and lifelink. (Any amount of damage they deal to a creature is enough to destroy it. Damage dealt by those creatures also causes their controller to gain that much life.) Whenever a Vampire you control dies, you may pay 2 life. If you do, draw a card.;B;ixilan;bloodRites
Tempt with Mayhem;{1}{R}{R};Instant;Tempting offer — Choose target instant or sorcery spell. Each opponent may copy that spell and may choose new targets for the copy they control. You copy that spell once plus an additional time for each opponent who copied the spell this way. You may choose new targets for the copies you control.;R;modernHorizons3;graveyardOverdrive
Temple of Triumph;;Land;Temple of Triumph enters tapped. When Temple of Triumph enters, scry 1. {T}: Add {R} or {W}.;RW;who,marchOfTheMachine,commanderMasters,bloomburrow,modernHorizons3,fallout,allWillBeOne,thunder,karlovMannor;timeyWimey,callForBackup,divineConvocation,planeswalkerParty,familyMatters,creativeEnergy,hailCaesar,rebellionRising,mostWanted,blameGame,deadlyDisguise
Decree of Pain;{6}{B}{B};Sorcery;Destroy all creatures. They can't be regenerated. Draw a card for each creature destroyed this way. Cycling {3}{B}{B} ({3}{B}{B}, Discard this card: Draw a card.) When you cycle Decree of Pain, all creatures get -2/-2 until end of turn.;B;bloomburrow,lordOfTheRings,duskmoore;squirreledAway,hostsOfMordor,endlessPunishment
Saw in Half;{2}{B};Instant;Destroy target creature. If that creature dies this way, its controller creates two tokens that are copies of that creature, except their power is half that creature's power and their toughness is half that creature's toughness. Round up each time.;B;bloomburrow;squirreledAway
Satyr Enchanter;{1}{G}{W};Creature — Satyr Druid;Whenever you cast an enchantment spell, draw a card.;GW;commanderMasters;enduringEnchantments
